categoria,subcategoria,nombre,marca,tipo,formato,precio,precio_normal,precio_oferta,precio_referencia,promocion,supermercado,url,imagen_url,producto_base
Desayuno y Snacks,Mermeladas,Mermelada watt's sabor membrillo 225 g,Sin marca,general,225 g,1290,1290,,$5.733 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-sabor-membrillo-watts-225-gr,https://unimarc.vtexassets.com/arquivos/ids/249111/000000000000670387-UN-01.jpg?v=638842235180270000,
Desayuno y Snacks,Mermeladas,Mermelada en línea frutilla bolsa 200 g,Sin marca,general,200 g,1290,1290,,$6.450 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-frutilla-en-linea-200-gr,https://unimarc.vtexassets.com/arquivos/ids/231065/000000000000721932-UN-01.jpg?v=638053482711630000,
Desayuno y Snacks,Mermeladas,Mermelada vivo sabor mango 200 g,Sin marca,general,200 g,1490,1490,,$7.450 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-vivo-200-gr-mango,https://unimarc.vtexassets.com/arquivos/ids/213203/000000000622768005-UN-01.jpg?v=637533284181070000,
Desayuno y Snacks,Mermeladas,Mermelada tia lia sabor mora 250 gr.,Sin marca,general,,850,850,,$3.400 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-tia-lia-250-gr-mora,https://unimarc.vtexassets.com/arquivos/ids/228047/000000000402066002-UN-01.jpg?v=637932374008730000,
Desayuno y Snacks,Mermeladas,Mermelada vivo sabor durazno 200 g,Sin marca,general,200 g,1490,1490,,$7.450 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-vivo-200-gr-durazno,https://unimarc.vtexassets.com/arquivos/ids/213201/000000000622768004-UN-01.jpg?v=637533283118570000,
Desayuno y Snacks,Mermeladas,Mermelada watt's sabor frambuesa frasco 500 g,Sin marca,general,500 g,4890,4890,,$9.780 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-fco-watts-500-gr-frambuesa,https://unimarc.vtexassets.com/arquivos/ids/250252/000000000681314002-UN-01.jpg?v=638899210138230000,
Desayuno y Snacks,Mermeladas,Mermelada en línea durazno 200 g,Sin marca,general,200 g,1290,1290,,$6.450 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-durazno-en-linea-200-gr,https://unimarc.vtexassets.com/arquivos/ids/231066/000000000000721930-UN-01.jpg?v=638053487099000000,
Desayuno y Snacks,Mermeladas,Mermelada tía lía frutilla 250 g,Sin marca,general,250 g,850,850,,$3.400 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-tia-lia-250-gr-frutilla,https://unimarc.vtexassets.com/arquivos/ids/216404/000000000402066001-UN-01.jpg?v=637594830552600000,
Desayuno y Snacks,Mermeladas,Mermelada watts receta casera mora frasco 500 g,Watts,general,500 g,4890,4890,,$9.780 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-rec-cas-watts-500g-fco-mora,https://unimarc.vtexassets.com/arquivos/ids/219033/000000000652215001-UN-01.jpg?v=637650757810470000,
Desayuno y Snacks,Mermeladas,Mermelada crackelet cebolla 110 g,Sin marca,general,110 g,1350,1350,,$12.273 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-crackelet-110-gr-cebolla,https://unimarc.vtexassets.com/arquivos/ids/233269/000000000664003002-UN-01.jpg?v=638197620519100000,
Desayuno y Snacks,Mermeladas,Mermelada tia lia durazno 250 g,Sin marca,general,250 g,850,850,,$3.400 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-durazno-tia-lia-250-gr,https://unimarc.vtexassets.com/arquivos/ids/228041/000000000000141693-UN-01.jpg?v=637931777439770000,
Desayuno y Snacks,Mermeladas,Mermelada en línea damasco 200 g,Sin marca,general,200 g,1290,1290,,$6.450 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-damasco-en-linea-200-gr,https://unimarc.vtexassets.com/arquivos/ids/231064/000000000000721929-UN-01.jpg?v=638053478447330000,
Desayuno y Snacks,Mermeladas,Mermelada watts receta casera damasco frasco 500 g,Watts,general,500 g,4890,4890,,$9.780 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-rec-cas-watts-500g-fc-damasco,https://unimarc.vtexassets.com/arquivos/ids/219034/000000000652215002-UN-02.jpg?v=637650761547870000,
Desayuno y Snacks,Mermeladas,Mermelada st. dalfour frambuesa frasco 284 g,Sin marca,general,284 g,5250,5250,,$18.486 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-dalfour-284-gr-frambuesa,https://unimarc.vtexassets.com/arquivos/ids/236827/000000000402238004-UN-01.jpg?v=638385253246500000,
Desayuno y Snacks,Mermeladas,Mermelada waitrose pres blackcurra 340g,Sin marca,general,340g,5190,5190,,$15.265 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-pres-blackcurra-waitrose-340gr,https://unimarc.vtexassets.com/arquivos/ids/235681/000000000000661968-UN-01.jpg?v=638314267860300000,
Desayuno y Snacks,Mermeladas,Mermelada buka pimentón rojo frasco 160 g,Sin marca,general,160 g,3390,3390,,$21.188 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-de-pimenton-buka-160-gr,https://unimarc.vtexassets.com/arquivos/ids/234534/000000000000539914-UN-01.jpg?v=638247864030700000,
Desayuno y Snacks,Mermeladas,Mermelada vivo sabor damasco 200 g,Sin marca,general,200 g,1490,1490,,$7.450 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-vivo-200-gr-damasco,https://unimarc.vtexassets.com/arquivos/ids/191151/000000000622768006-UN-01.jpg?v=637151289982300000,
Desayuno y Snacks,Mermeladas,Mermelada tia lia damasco 250 g,Sin marca,general,250 g,850,850,,$3.400 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-damasco-tia-lia-250-gr,https://unimarc.vtexassets.com/arquivos/ids/228040/000000000000141692-UN-01.jpg?v=637931776613700000,
Desayuno y Snacks,Mermeladas,Mermelada st. dalfour frutilla frasco 284 g,Sin marca,general,284 g,5250,5250,,$18.486 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-dalfour-284-gr-frutilla,https://unimarc.vtexassets.com/arquivos/ids/236826/000000000402238003-UN-01.jpg?v=638385253243230000,
Desayuno y Snacks,Mermeladas,Mermelada mora st. dalfour frasco 284 g,Sin marca,general,284 g,5250,5250,,$18.486 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-dalfour-284-gr-mora,https://unimarc.vtexassets.com/arquivos/ids/236830/000000000402238009-UN-01.jpg?v=638385253255000000,
Desayuno y Snacks,Mermeladas,Mermelada quilvo sabor damasco frasco 420 g,Sin marca,general,420 g,6450,6450,,$15.357 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-damasco-quilvo-500-gr,https://unimarc.vtexassets.com/arquivos/ids/188480/Mermelada-Quilvo-sabor-damasco-frasco-500-g-1-68663.jpg?v=637037231809670000,
Desayuno y Snacks,Mermeladas,Mermelada watt's sabor naranja frasco 500 g,Sin marca,general,500 g,4890,4890,,$9.780 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-fco-watts-500-gr-naranja,https://unimarc.vtexassets.com/arquivos/ids/250251/000000000681314001-UN-01.jpg?v=638890496137600000,
Desayuno y Snacks,Mermeladas,Mermelada st. dalfour damasco frasco 284 g,Sin marca,general,284 g,5250,5250,,$18.486 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-damasco-st-dalfour-frasco-284-g,https://unimarc.vtexassets.com/arquivos/ids/236824/000000000402238001-UN-01.jpg?v=638385253237270000,
Desayuno y Snacks,Mermeladas,Mermelada waitrose fine orange 340g,Sin marca,general,340g,5190,5190,,$15.265 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-fine-orange-waitrose-340gr,https://unimarc.vtexassets.com/arquivos/ids/235682/000000000000661969-UN-01.jpg?v=638314267862970000,
Desayuno y Snacks,Mermeladas,Mermelada quilvo durazno frasco 420 g,Sin marca,general,420 g,6450,6450,,$15.357 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-durazno-fco-quilvo-500gr,https://unimarc.vtexassets.com/arquivos/ids/215605/000000000000010103-UN-01.jpg?v=637580909190000000,
Desayuno y Snacks,Mermeladas,Mermelada huertos del lago con stevia frambuesa 230 g,Sin marca,general,230 g,3390,3390,,$14.739 / kg,,Unimarc,https://www.unimarc.cl/product/merm-framb-stevia-huertos-del-lago-230gr,https://unimarc.vtexassets.com/arquivos/ids/228260/000000000000883296-UN-01.jpg?v=637943724721670000,
Desayuno y Snacks,Mermeladas,Mermelada st. dalfour cereza negra frasco 284 g,Sin marca,general,284 g,5250,5250,,$18.486 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-cereza-negra-st-dalfour-fco-284-g,https://unimarc.vtexassets.com/arquivos/ids/236831/000000000402238010-UN-01.jpg?v=638385253257200000,
Desayuno y Snacks,Mermeladas,Mermelada quilvo sabor frambuesa frasco 420 g,Sin marca,general,420 g,6450,6450,,$15.357 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-frambuesa-fco-quilvo-500gr,https://unimarc.vtexassets.com/arquivos/ids/187233/Mermelada-Quilvo-sabor-frambuesa-frasco-500-g-1-68664.jpg?v=637015710477130000,
Desayuno y Snacks,Mermeladas,Mermelada st dalfour cuatro frutas frasco 284 g,Sin marca,general,284 g,5250,5250,,$18.486 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-dalfour-284-gr-4-frutas,https://unimarc.vtexassets.com/arquivos/ids/236829/000000000402238007-UN-01.jpg?v=638385253252200000,
Desayuno y Snacks,Mermeladas,Mermelada quilvo sabor frutilla frasco 420 g,Sin marca,general,420 g,6450,6450,,$15.357 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-frutilla-fco-quilvo-500-gr,https://unimarc.vtexassets.com/arquivos/ids/187232/Mermelada-Quilvo-sabor-frutilla-frasco-500-g-1-28196.jpg?v=637015710474970000,
Desayuno y Snacks,Mermeladas,Mermelada waitrose pres strawberry 340g,Sin marca,general,340g,4990,4990,,$14.676 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-pres-strawberry-waitrose-340gr,https://unimarc.vtexassets.com/arquivos/ids/235680/000000000000661967-UN-01.jpg?v=638314267857170000,
Desayuno y Snacks,Mermeladas,Mermelada quilvo sabor mora frasco 420 g,Sin marca,general,420 g,6450,6450,,$15.357 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-mora-hnas-trapenses-quilvo-500,https://unimarc.vtexassets.com/arquivos/ids/187230/Mermelada-Quilvo-sabor-mora-frasco-500-g-1-28194.jpg?v=637015710467670000,
Desayuno y Snacks,Mermeladas,Mermelada huertos del lago durazno 430 g,Sin marca,general,430 g,4990,4990,,$11.605 / kg,,Unimarc,https://www.unimarc.cl/product/merm-durazno-huertos-de-lago-430-gr,https://unimarc.vtexassets.com/arquivos/ids/221316/000000000000883501-UN-01.jpg?v=637709658868170000,
Desayuno y Snacks,Mermeladas,Mermelada quilvo ciruelas 420 g,Sin marca,general,420 g,6450,6450,,$15.357 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-de-ciruela500grs,https://unimarc.vtexassets.com/arquivos/ids/215184/000000000000216376-UN-01.jpg?v=637575861056330000,
Desayuno y Snacks,Mermeladas,Mermelada huertos del lago arándano 435 g,Sin marca,general,435 g,4990,4990,,$11.471 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-arandano-huert-d-lago-435-gr,https://unimarc.vtexassets.com/arquivos/ids/221313/000000000000063281-UN-01.jpg?v=637709656149800000,
Desayuno y Snacks,Mermeladas,Mermelada a la huerta de la esquina naranja frasco 165 g,Sin marca,general,165 g,2990,2990,,$18.121 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-naranja-huerta-d-esquina-165gr,https://unimarc.vtexassets.com/arquivos/ids/257933/000000000000651578-UN-01.jpg?v=639129064254870000,
Desayuno y Snacks,Mermeladas,Mermelada huertos del lago frutilla 430 g,Sin marca,general,430 g,5690,5690,,$13.233 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-huert-d-lago-430gr-frutilla,https://unimarc.vtexassets.com/arquivos/ids/221321/000000000402207007-UN-01.jpg?v=637709662635530000,
Desayuno y Snacks,Mermeladas,Mermelada huertos del lago frambuesa 430 g,Sin marca,general,430 g,5690,5690,,$13.233 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-huertos-del-lago-43-frambuesa,https://unimarc.vtexassets.com/arquivos/ids/221314/000000000402207001-UN-01.jpg?v=637709656909200000,
Desayuno y Snacks,Mermeladas,Mermelada huertos del lago ciruela 430 g,Sin marca,general,430 g,5690,5690,,$13.233 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-huert-d-lago-430gr-ciruela,https://unimarc.vtexassets.com/arquivos/ids/221324/000000000402207005-UN-01.jpg?v=637709664448700000,
Desayuno y Snacks,Mermeladas,Mermelada huertos del lago damasco 430 g,Sin marca,general,430 g,5690,5690,,$13.233 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-huert-d-lago-430gr-damasco,https://unimarc.vtexassets.com/arquivos/ids/221325/000000000402207006-UN-01.jpg?v=637709665141630000,
Desayuno y Snacks,Mermeladas,Mermelada quilvo sabor naranja frasco 420 g,Sin marca,general,420 g,6450,6450,,$15.357 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-naranja-fco-quilvo-500-gr,https://unimarc.vtexassets.com/arquivos/ids/187231/Mermelada-Quilvo-sabor-naranja-frasco-500-g-1-28195.jpg?v=637015710470900000,
Desayuno y Snacks,Mermeladas,Mermelada a la huerta de la esquina tomate frasco 150 g,Sin marca,general,150 g,2990,2990,,$19.933 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-tomate-huerta-d-esquina-150gr,https://unimarc.vtexassets.com/arquivos/ids/257935/000000000000651579-UN-01.jpg?v=639129064845200000,
Desayuno y Snacks,Mermeladas,Mermelada huertos del lago con stevia naranja 230 g,Sin marca,general,230 g,3390,3390,,$14.739 / kg,,Unimarc,https://www.unimarc.cl/product/merm-naran-stevia-huertos-del-lago-230gr,https://unimarc.vtexassets.com/arquivos/ids/228259/000000000000883298-UN-01.jpg?v=637943721776670000,
Desayuno y Snacks,Mermeladas,Mermelada a la huerta de la esquina cebolla frasco 160 g,Sin marca,general,160 g,2990,2990,,$18.688 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-cebolla-huerta-d-esquina-160gr,https://unimarc.vtexassets.com/arquivos/ids/257937/000000000000651580-UN-01.jpg?v=639129065549600000,
Desayuno y Snacks,Mermeladas,Mermelada huertos del lago naranja 430 g,Sin marca,general,430 g,5690,5690,,$13.233 / kg,,Unimarc,https://www.unimarc.cl/product/mermelada-huert-d-lago-430gr-naranja,https://unimarc.vtexassets.com/arquivos/ids/221322/000000000402207008-UN-01.jpg?v=637709663342430000,
Desayuno y Snacks,Mermeladas,Manjar colun bolsa 1 kg,Colun,general,1 kg,3890,4390,3890,$3.890 / kg,Oferta,Unimarc,https://www.unimarc.cl/product/manjar-bolsa-colun-1-kg,https://unimarc.vtexassets.com/arquivos/ids/234159/000000000000052531-UN-01.jpg?v=638228784145900000,
Desayuno y Snacks,Mermeladas,Manjar colun pote 400 g,Colun,general,400 g,2450,2790,2450,$6.125 / kg,Oferta,Unimarc,https://www.unimarc.cl/product/manjar-colun-pote-400-g,https://unimarc.vtexassets.com/arquivos/ids/190911/frontal-3580.jpg?v=637145457408930000,
Desayuno y Snacks,Mermeladas,Manjar nestlé doy pack 800 g,Nestlé,general,800 g,4000,4990,4000,$5.000 / kg,Oferta,Unimarc,https://www.unimarc.cl/product/manjar-nestle-doy-pack-800-gr,https://unimarc.vtexassets.com/arquivos/ids/247277/000000000000646214-UN-01.jpg.jpg?v=638768012999270000,
Desayuno y Snacks,Mermeladas,Manjar fundo rio alegre bolsa 200 gr,Sin marca,general,,1000,1150,1000,$5.000 / kg,Oferta,Unimarc,https://www.unimarc.cl/product/manjar-bolsa-fundo-rio-alegre-200-gr,https://unimarc.vtexassets.com/arquivos/ids/258904/000000000000702390-UN-01.jpg?v=639155998020000000,
Desayuno y Snacks,Mermeladas,Manjar nestlé el manjar clásico bolsa 1 kg,Nestlé,general,1 kg,5190,5190,,$5.190 / kg,,Unimarc,https://www.unimarc.cl/product/manjar-nestle-bolsa-1-kg,https://unimarc.vtexassets.com/arquivos/ids/250472/000000000000053809-UN-01.jpg?v=638900893335670000,
Desayuno y Snacks,Mermeladas,Manjar los peumos doypack 800 g,Sin marca,general,800 g,3290,3690,3290,$4.113 / kg,Oferta,Unimarc,https://www.unimarc.cl/product/manjar-doypack-los-peumos-800gr,https://unimarc.vtexassets.com/arquivos/ids/236593/000000000000665225-UN-01.jpg?v=638362733864230000,
Desayuno y Snacks,Mermeladas,Manjar nestlé bolsa 200 g,Nestlé,general,200 g,1290,1290,,$6.450 / kg,,Unimarc,https://www.unimarc.cl/product/manjar-bolsa-nestle-200-grs,https://unimarc.vtexassets.com/arquivos/ids/247275/000000000000172388-UN-01.jpg.jpg?v=638768010619270000,
Desayuno y Snacks,Mermeladas,Manjar nestlé bolsa 500 g,Nestlé,general,500 g,3190,3190,,$6.380 / kg,,Unimarc,https://www.unimarc.cl/product/manjar-nestle-500-grs,https://unimarc.vtexassets.com/arquivos/ids/247276/000000000000054189-UN-01.jpg.jpg?v=638768012029170000,
Desayuno y Snacks,Mermeladas,Manjar nestlé sin lactosa untable doypack 350 g,Nestlé,sin lactosa,350 g,2450,2450,,$7.000 / kg,,Unimarc,https://www.unimarc.cl/product/manjar-sin-lactosa-nestle-350gr,https://unimarc.vtexassets.com/arquivos/ids/249769/000000000000679449-UN-01.jpg?v=638859701550570000,
Desayuno y Snacks,Mermeladas,Manjar untable nestlé doypack 400 g,Nestlé,general,400 g,2790,2790,,$6.975 / kg,,Unimarc,https://www.unimarc.cl/product/manjar-doypack-nestle-400-gr,https://unimarc.vtexassets.com/arquivos/ids/250479/000000000000652284-UN-01.jpg?v=638900894515870000,
Desayuno y Snacks,Mermeladas,Manjar daily con alulosa doypack 400 g,Sin marca,general,400 g,3990,3990,,$9.975 / kg,,Unimarc,https://www.unimarc.cl/product/manjar-daily-c-alulosa-doypack-400gr,https://unimarc.vtexassets.com/arquivos/ids/213741/000000000000648558-UN-01.jpg?v=637551480470870000,
Desayuno y Snacks,Mermeladas,Chancaca deliciosa 2 bloques 400 g,Sin marca,general,400 g,2590,2590,,$6.475 / kg,,Unimarc,https://www.unimarc.cl/product/chancaca-2-bloques-deliciosa-400-gr,https://unimarc.vtexassets.com/arquivos/ids/238307/000000000000667968-UN-01.jpg?v=638464726073230000,
Desayuno y Snacks,Mermeladas,Manjar tradicional colun doypack 800 g,Colun,general,800 g,4850,4850,,$6.063 / kg,,Unimarc,https://www.unimarc.cl/product/manjar-colun-doypack-800-gr,https://unimarc.vtexassets.com/arquivos/ids/242743/000000000000669443-UN-01.jpg?v=638556337550500000,
Desayuno y Snacks,Mermeladas,Dulce de membrillo merkat 500 g,Merkat,general,500 g,1590,1590,,$3.180 / kg,,Unimarc,https://www.unimarc.cl/product/dulce-de-membrillo-merkat-500-gr,https://unimarc.vtexassets.com/arquivos/ids/195236/Dulce-de-membrillo-Merkat-500-g-1-20123.jpg?v=637256283042800000,
Desayuno y Snacks,Mermeladas,Manjar nestlé con tapa lata 375 g,Nestlé,general,375 g,2150,2150,,$5.733 / kg,,Unimarc,https://www.unimarc.cl/product/manjar-c-tapa-tarro-nestle-375-gr,https://unimarc.vtexassets.com/arquivos/ids/247270/000000000000664028-UN-01.jpg.jpg?v=638768003919470000,
Desayuno y Snacks,Mermeladas,Dulce sin azúcar colun 380 g,Colun,general,380 g,4990,4990,,$13.132 / kg,,Unimarc,https://www.unimarc.cl/product/dulce-sin-azucar-colun-380gr,https://unimarc.vtexassets.com/arquivos/ids/228471/000000000000660375-UN-01.jpg?v=637957582419900000,
Desayuno y Snacks,Mermeladas,Dulce de membrillo watt´s bolsa 500 g,Sin marca,general,500 g,2090,2090,,$4.180 / kg,,Unimarc,https://www.unimarc.cl/product/dulce-de-membrillo-watts-500-gr-2,https://unimarc.vtexassets.com/arquivos/ids/252234/000000000000010217-UN-01.jpg?v=638968189254130000,
Desayuno y Snacks,Mermeladas,Manjar nestle receta casera doypack 780 g,Nestle,general,780 g,4250,4250,,$5.449 / kg,,Unimarc,https://www.unimarc.cl/product/manjar-receta-casera-dp-nestle-780gr,https://unimarc.vtexassets.com/arquivos/ids/250620/000000000000684517-UN-01.jpg?v=638905428937500000,
Desayuno y Snacks,Mermeladas,Dulce de membrillo watts 250 gr,Watts,general,,920,920,,$3.680 / kg,,Unimarc,https://www.unimarc.cl/product/dulce-de-membrillo-watts-250-gr,https://unimarc.vtexassets.com/arquivos/ids/253727/000000000000210239-UN-01.jpg?v=639004561042030000,
Desayuno y Snacks,Mermeladas,Chancaca iansa 450 g,Sin marca,general,450 g,2390,2390,,$5.311 / kg,,Unimarc,https://www.unimarc.cl/product/chancaca-iansa-450-gr,https://unimarc.vtexassets.com/arquivos/ids/247924/000000000000147955-UN-01.jpg.jpg?v=638796536047070000,
Desayuno y Snacks,Mermeladas,Manjar colun sin lactosa pote 380 g,Colun,sin lactosa,380 g,2950,2950,,$7.763 / kg,,Unimarc,https://www.unimarc.cl/product/manjar-sin-lactosa-colun-380gr,https://unimarc.vtexassets.com/arquivos/ids/222603/000000000000653423-UN-01.jpg?v=637758851776030000,
Desayuno y Snacks,Mermeladas,Chancaca deliciosa 200 g,Sin marca,general,200 g,1390,1390,,$6.950 / kg,,Unimarc,https://www.unimarc.cl/product/chancaca-1-bloque-deliciosa-200-gr,https://unimarc.vtexassets.com/arquivos/ids/244452/000000000000667907-UN.jpg?v=638639008983830000,
Desayuno y Snacks,Mermeladas,Dulce de membrillo eckart sin azúcar pote 330 g,Sin marca,general,330 g,3090,3090,,$9.364 / kg,,Unimarc,https://www.unimarc.cl/product/dulce-de-membrillo-s-azucar-eckart-330gr,https://unimarc.vtexassets.com/arquivos/ids/179550/000000000000186838-UN.jpg?v=636753872912500000,
Desayuno y Snacks,Mermeladas,Manjar colun pote 200 g,Colun,general,200 g,1490,1490,,$7.450 / kg,,Unimarc,https://www.unimarc.cl/product/manjar-pote-colun-200-gr,https://unimarc.vtexassets.com/arquivos/ids/190917/frontal-3041.jpg?v=637145460614630000,
Desayuno y Snacks,Mermeladas,Manjar colun bolsa 500 g,Colun,general,500 g,3090,3090,,$6.180 / kg,,Unimarc,https://www.unimarc.cl/product/manjar-bolsa-colun-500-grs,https://unimarc.vtexassets.com/arquivos/ids/234160/000000000000052538-UN-01.jpg?v=638228784778070000,
Desayuno y Snacks,Mermeladas,Galleta fina con manjar y mermelada la dulcería apoquindo 290 gr,Sin marca,general,,5590,5590,,$19.276 / kg,,Unimarc,https://www.unimarc.cl/product/galleta-fina-c-manjar-y-mermelada-290gr,https://unimarc.vtexassets.com/arquivos/ids/252119/000000000000670393-UN-01.jpg?v=638956129621600000,
Desayuno y Snacks,Mermeladas,Manjar casero pucara frasco 545 g,Sin marca,general,545 g,6150,6150,,$11.284 / kg,,Unimarc,https://www.unimarc.cl/product/manjar-casero-frasco-vidrio-pucara-545gr,https://unimarc.vtexassets.com/arquivos/ids/183025/000000000000218455-UN.jpg?v=636863688327500000,
Desayuno y Snacks,Mermeladas,Yoghurt casero pucara con mermelada de frambuesa frasco 230 g,Sin marca,general,230 g,1790,1790,,$7.783 / kg,,Unimarc,https://www.unimarc.cl/product/yoghurt-casero-c-merm-fram-pucara-230-gr,https://unimarc.vtexassets.com/arquivos/ids/172880/000000000000218458-UN-01.jpg?v=636615666073130000,
Desayuno y Snacks,Mermeladas,Yoghurt pucará casero con mermelada de mora 230 g,Sin marca,general,230 g,1790,1790,,$7.783 / kg,,Unimarc,https://www.unimarc.cl/product/yoghurt-casero-c-merm-mora-pucara-230gr,https://unimarc.vtexassets.com/arquivos/ids/172878/000000000000218459-UN-01.jpg?v=636615665494770000,
Desayuno y Snacks,Mermeladas,Galletas con mermelada la galleteria 300 g,Sin marca,general,300 g,4990,4990,,$16.633 / kg,,Unimarc,https://www.unimarc.cl/product/galletas-c-mermelada-la-galleteria-300,https://unimarc.vtexassets.com/arquivos/ids/189094/Galletas-C-Mermelada-La-Galleteria-300-1-1994.jpg?v=637038345885970000,
Bebidas,Bebidas,Bebida coca cola original 1 l,Coca Cola,general,1 L,1690,2000,1690,$1.000 / l,Oferta,Unimarc,https://www.unimarc.cl/product/coca-cola-desechable-1-lt-2,https://unimarc.vtexassets.com/arquivos/ids/204615/000000000000144915-UN-01.jpg?v=638445516231370000,
Bebidas,Bebidas,Bebida coca cola zero 1 l,Coca Cola,zero,1 L,1690,2000,1690,$1.000 / l,Oferta,Unimarc,https://www.unimarc.cl/product/coca-cola-zero-pet-1-lts,https://unimarc.vtexassets.com/arquivos/ids/250998/000000000000175602-UN-01.jpg?v=638917365966270000,
Bebidas,Bebidas,Bebida coca cola original desechable 3 l,Coca Cola,general,3 L,2550,3290,2550,$850 / l,Oferta,Unimarc,https://www.unimarc.cl/product/beb-coca-cola-3-l-no-retor,https://unimarc.vtexassets.com/arquivos/ids/234057/000000000000123813-UN-01.jpg?v=638223576292330000,
Bebidas,Bebidas,Bebida coca cola zero desechable 3 l,Coca Cola,zero,3 L,2550,3290,2550,$850 / l,Oferta,Unimarc,https://www.unimarc.cl/product/bebida-coca-cola-sin-azucar-no-retornable-3-l,https://unimarc.vtexassets.com/arquivos/ids/256734/000000000000175598-UN-fifa.jpg?v=639087769354700000,
Bebidas,Bebidas,Bebida pepsi zero desechable 1.25 l,Pepsi,zero,1.25 L,1000,1890,1000,$800 / l,Oferta,Unimarc,https://www.unimarc.cl/product/pepsi-zero-pet-1-25-lt,https://unimarc.vtexassets.com/arquivos/ids/251692/000000000000687495-UN-01.jpg?v=638945041557400000,
Bebidas,Bebidas,Bebida pepsi zero no retornable 3 l,Pepsi,zero,3 L,2450,3190,2450,$817 / l,Oferta,Unimarc,https://www.unimarc.cl/product/pepsi-zero-pet-3-l,https://unimarc.vtexassets.com/arquivos/ids/256556/000000000000616137-UN-01.jpg?v=639083433508200000,
Bebidas,Bebidas,Bebida pepsi desechable 1.25 l,Pepsi,general,1.25 L,1000,1890,1000,$800 / l,Oferta,Unimarc,https://www.unimarc.cl/product/pepsi-pet-1-25-lt,https://unimarc.vtexassets.com/arquivos/ids/251693/000000000000687494-UN-01.jpg?v=638945041787100000,
Bebidas,Bebidas,Bebida sprite desechable 3 l,Sin marca,general,3 L,3290,7200,3290,$800 / l,Oferta,Unimarc,https://www.unimarc.cl/product/sprite-desechable-3-lt,https://unimarc.vtexassets.com/arquivos/ids/234116/000000000000136424-UN-01.jpg?v=638228015390200000,
Bebidas,Bebidas,Bebida pepsi no retornable 3 l,Pepsi,general,3 L,2450,3190,2450,$817 / l,Oferta,Unimarc,https://www.unimarc.cl/product/pepsi-desechable-3-lt,https://unimarc.vtexassets.com/arquivos/ids/256560/000000000000142038-UN-01.jpg?v=639083442951200000,
Bebidas,Bebidas,Bebida sprite zero desechable 3 l,Sin marca,zero,3 L,3290,7200,3290,$800 / l,Oferta,Unimarc,https://www.unimarc.cl/product/sprite-zero-desechable-3-lt,https://unimarc.vtexassets.com/arquivos/ids/228897/000000000000750074-UN-01.jpg?v=637975705357730000,
Bebidas,Bebidas,Bebida kem piña no retornable 3 l,Sin marca,general,3 L,2490,3190,2490,$830 / l,Oferta,Unimarc,https://www.unimarc.cl/product/kem-pina-desechable-3-lt,https://unimarc.vtexassets.com/arquivos/ids/226010/000000000000141356-UN-01.jpg?v=637861504950030000,
