cantidad_productos,formatos,marcas,motivos,muestra_nombres,producto_base,productos_ids
3,1kg,lider;miraflores;tucapel,marcas distintas,Arroz Grado 1 Grano Largo Pregraneado Bolsa 1 kg Tucapel | Arroz Grado 1 Grano Largo Pregraneado Bolsa 1 kg Lider | Arroz Grado 1 Grano Largo Pregraneado Bolsa 1 Kg Miraflores,arroz_grado_grano_largo_pregraneado_bolsa,2475;2481;2505
2,1kg,sin marca;tucapel,marcas distintas,Arroz Grado 2 Grano Largo Bolsa 1 kg Tucapel | Arroz Grado 2 Grano Largo Bolsa 1 kg Banquete,arroz_grado_2_grano_largo_bolsa,2482;2483
4,1.5l;1l;3l;5l,sin marca,formatos incompatibles,"Aceite De Maravilla Botella 5 L Natura | Aceite De Maravilla Botella 3 L Natura | Aceite De Maravilla Botella 1 L Natura | Aceite De Maravilla Botella 1,5 L Natura",aceite_maravilla_botella_natura_sin_marca,2509;2515;2524;2525
2,0.9l;3l,sin marca,formatos incompatibles,Aceite Vegetal Botella 3 L Natura | Aceite Vegetal Botella 900 ml Natura,aceite_vegetal_botella_natura_sin_marca,2516;2548
3,0.25l;0.5l;1l,lider,formatos incompatibles,Aceite Oliva Extra Virgen Botella 250 ml Lider | Aceite Oliva Extra Virgen Botella 1 L Lider | Aceite Oliva Extra Virgen Botella 500 ml Lider,aceite_oliva_extra_virgen_botella_lider,2527;2528;2557
3,0.25l;0.5l;1l,sin marca,formatos incompatibles,Aceite Oliva Extra Virgen Botella 500 ml Relive | Aceite Oliva Extra Virgen Botella 1 L Relive | Aceite Oliva Extra Virgen Botella 250 ml Relive,aceite_oliva_extra_virgen_botella_relive,2529;2530;2558
2,0.5l;1l,sin marca,formatos incompatibles,Aceite Oliva Extra Virgen Botella 500 ml Talliani | Aceite Oliva Extra Virgen Botella 1 L Talliani,aceite_oliva_extra_virgen_botella_talliani,2532;2533
3,0.25l;0.5l;1l,sin marca,formatos incompatibles,Aceite Oliva Extra Virgen Botella 1000 ml Selección | Aceite Oliva Extra Virgen Botella 250 ml Selección | Aceite Oliva Extra Virgen Botella 500 ml Selección,aceite_oliva_extra_virgen_botella_seleccion,2537;2538;2566
3,0.25l;0.5l;1l,sin marca,formatos incompatibles,Aceite Oliva Extra Virgen Botella 500 ml Kardámili | Aceite Oliva Extra Virgen Botella 250 ml Kardámili | Aceite Oliva Extra Virgen Botella 1 L Kardámili,aceite_oliva_extra_virgen_botella_kardamili,2539;2569;2570
2,0.5l;1l,sin marca,formatos incompatibles,Aceite Oliva Extra Virgen Botella 1 L Sol de Aculeo | Aceite Oliva Extra Virgen Botella 500 ml Sol de Aculeo,aceite_oliva_extra_virgen_botella_sol,2540;2567
2,0.25l;0.5l,sin marca,formatos incompatibles,Aceite Oliva Extra Virgen Botella 500 ml Banquete | Aceite Oliva Extra Virgen Botella 250 ml Banquete,aceite_oliva_extra_virgen_botella_banquete,2541;2559
2,0.5l;1l,sin marca,formatos incompatibles,Aceite Pepa De Uva Botella 1 L Chef | Aceite Pepa De Uva Botella 500 ml Chef,aceite_pepa_uva_botella_chef_sin,2553;2554
2,0.5l;1l,sin marca,formatos incompatibles,Aceite Oliva Extra Virgen Botella 500 ml Chef | Aceite Oliva Extra Virgen Botella 1 L Chef,aceite_oliva_extra_virgen_botella_chef,2560;2561
4,0.1kg;0.2kg,lider;sin marca,marcas distintas; formatos incompatibles,Choritos Aceite De Maravilla Lata Drenado 200 g - Neto 425 g Robinson Crusoe | Choritos Aceite De Maravilla Lata Drenado 100 g - Neto 190 g Lider | Choritos Aceite De Maravilla Lata Drenado 100 g - Neto 190 g San José | Choritos Aceite De Maravilla Lata Drenado 100 g - Neto 190 g Robinson Crusoe,choritos_aceite_maravilla_lata_drenado_neto,2618;2631;2637;2705
2,0.1kg,lider;sin marca,marcas distintas,Choritos Aceite Lata Drenado 100 g - Neto 190 g Robinson Crusoe | Choritos Aceite Lata Drenado 100 g-  Neto 190 g Lider,choritos_aceite_lata_drenado_neto_190,2632;2635
2,0.015kg;0.1kg,sin marca,formatos incompatibles,Aliño Completo Bolsa 100 g Gourmet | Aliño Completo Bolsa 15 g Gourmet,alino_completo_bolsa_gourmet_sin_marca,2663;2770
2,0.031kg;0.2kg,sin marca,formatos incompatibles,Ajo Granulado Frasco 31 g Gourmet | Ajo Granulado Frasco 200 g Gourmet,ajo_granulado_frasco_gourmet_sin_marca,2669;2767
2,0.125kg;0.5kg,sin marca,formatos incompatibles,Sal De Mar Frasco 500 g Biosal | Sal De Mar Frasco 125 g Biosal,sal_mar_frasco_biosal_sin_marca,2678;2850
2,0.4536kg;0.453kg,sin marca,formatos incompatibles,"Sal De Ajo 453,6 g Badia | Sal de Ajo Badia 453 g",sal_ajo_badia_sin_marca_general,2695;15700
5,0.5l;3l,sin marca,formatos incompatibles,Vinagre Incoloro 3 L Traverso | Vinagre Incoloro Traverso 500 ml | Vinagre Incoloro Traverso 3 L | Vinagre incoloro traverso 500 ml | Vinagre incoloro traverso 3 l,vinagre_incoloro_traverso_sin_marca_general,2700;15680;15981;30234;30248
2,0.03kg;0.1kg,sin marca,formatos incompatibles,Sésamo Tostado Bolsa 100 g Gourmet | Sésamo Tostado Bolsa 30 g Gourmet,sesamo_tostado_bolsa_gourmet_sin_marca,2773;3913
2,0.02kg;0.05kg,sin marca,formatos incompatibles,Orégano Entero Bolsa 50 g Gourmet | Orégano Entero Natural Bolsa 20 g Gourmet,oregano_entero_bolsa_gourmet_sin_marca,2774;2797
2,0.015kg;0.1kg,sin marca,formatos incompatibles,Ají De Color Molido Bolsa 15 g Gourmet | Ají Color Molido Bolsa 100 g Gourmet,aji_color_molido_bolsa_gourmet_sin,2789;2795
2,0.015kg;0.1kg,sin marca,formatos incompatibles,Pimienta Negra Molida Bolsa 100 g Gourmet | Pimienta Negra Molida Bolsa 15 g Gourmet,pimienta_negra_molida_bolsa_gourmet_sin,2794;2801
2,0.5l;1l,lider,formatos incompatibles,Vinagre De Vino Rosado Botella 500 ml Lider | Vinagre De Vino Rosado Botella 1 L Lider,vinagre_vino_rosado_botella_lider_general,2808;2847
2,0.5l;1l,sin marca,formatos incompatibles,Vinagre De Vino Blanco Botella 500 ml Traverso | Vinagre De Vino Blanco Botella 1 L Traverso,vinagre_vino_blanco_botella_traverso_sin,2823;2853
2,0.5l;1l,lider,formatos incompatibles,Vinagre De Vino Blanco Botella 500 ml Lider | Vinagre De Vino Blanco Botella 1 L Lider,vinagre_vino_blanco_botella_lider_general,2848;2849
7,0.3l,nido;sin marca,marcas distintas,Crema Para Peinar Pantene Pro-v Restauración | Crema Para Peinar Pantene Pro-v Bambú Nutre & Crece | Crema Para Peinar Pantene Pro-v Rizos Definidos | Crema Para Peinar Pantene Pro-v Hidratación Extrema Anti Frizz | Crema para Peinar Pantene Pro-V Hidratación 300 ml,crema_para_peinar_pantene_pro_v,2908;2924;2926;2934;9159;9225;9572
2,0.05kg;0.17kg,sin marca,formatos incompatibles,Café Instantáneo Liofilizado Frasco 170 g Cruzeiro | Café Instantáneo Liofilizado Frasco 50 g Cruzeiro,cafe_instantaneo_liofilizado_frasco_cruzeiro_sin,2949;3003
3,0.05kg;0.15kg;0.21kg,sin marca,formatos incompatibles,"Café Instantáneo Tradición Tarro ""210 g"" Nescafé | Café Instantáneo Tradición Tarro ""150 g"" Nescafé | Café Instantáneo Tradición Tarro ""50 g"" Nescafé",cafe_instantaneo_tradicion_tarro_nescafe_sin,2953;2955;2974
2,0.25kg;0.5kg,sin marca,formatos incompatibles,Café Grano Molido Chiapas Bolsa 500 g Selección | Café Grano Molido Chiapas Bolsa 250 g Selección,cafe_grano_molido_chiapas_bolsa_seleccion,2962;2963
2,0.05kg;0.17kg,sin marca,formatos incompatibles,Café Instantáneo Dolca Tarro 170 g Nescafé | Café Instantáneo Dolca Tarro 50 g Nescafé,cafe_instantaneo_dolca_tarro_nescafe_sin,2975;3047
2,0.057kg;0.066kg,sin marca,formatos incompatibles,Café En Cápsulas Single-origin Colombia Espresso 10 Un 57 g Starbucks by Nespresso | Café En Cápsulas Single-origin Colombia Espresso 12 Tazas 66 g Starbucks Dolce Gusto,cafe_en_capsulas_single_origin_colombia,3103;3107
3,0.04kg;0.1kg;0.2kg,sin marca,formatos incompatibles,Té Verde Premium Caja 40 g Supremo | Té Verde Premium Caja 200 g Supremo | Té Verde Premium Caja 100 g Supremo,te_verde_premium_caja_supremo_sin,3159;3160;3192
2,0.5kg;1kg,sin marca,formatos incompatibles,Yerba Mate Con Palo 1 kg Taragüi | Yerba Mate Con Palo 500 g Taragüi,yerba_mate_con_palo_taragui_sin,3183;3252
2,0.5kg;1kg,sin marca,formatos incompatibles,Yerba Mate Bolsa 500 g Doña Javiera | Yerba Mate Bolsa 1 kg Doña Javiera,yerba_mate_bolsa_dona_javiera_sin,3212;3230
2,0.0234kg;0.1204kg,sin marca,formatos incompatibles,"Hierba Surtidas Caja 23,4 g Supremo | Hierba Surtidas Caja 120,4 g Supremo",hierba_surtidas_caja_supremo_sin_marca,3228;3229
2,10kg;4kg,sin marca,formatos incompatibles,Arena Sanitaria Para Gato Aglutinante Con Aroma A Café Bolsa 10 kg Stay Happy | Arena Sanitaria Para Gato Aglutinante Con Aroma A Café Bolsa 4 kg Buddy Pet,arena_sanitaria_para_gato_aglutinante_con,3279;3282
2,0.5kg;1kg,lider,formatos incompatibles,Azúcar Rubia Granulada Bolsa 500 g Lider | Azúcar Rubia Granulada Bolsa 1 kg Lider,azucar_rubia_granulada_bolsa_lider_general,3311;3324
3,1kg;3kg;5kg,sin marca,formatos incompatibles,Azúcar Blanca Granulada Bolsa 3 Kg Iansa | Azúcar Blanca Granulada Bolsa 5 Kg Iansa | Azúcar Blanca Granulada Bolsa 1 Kg Iansa,azucar_blanca_granulada_bolsa_iansa_sin,3312;3319;3328
2,0.5kg;1kg,sin marca,formatos incompatibles,Azúcar Flor Bolsa 500 g Iansa | Azúcar Flor Bolsa 1 Kg Iansa,azucar_flor_bolsa_iansa_sin_marca,3315;3318
2,1kg;5kg,lider,formatos incompatibles,Azúcar Blanca Granulada Bolsa 1 kg Lider | Azúcar Blanca Granulada Bolsa 5 kg Lider,azucar_blanca_granulada_bolsa_lider_general,3317;3325
2,0.5kg;1kg,sin marca,formatos incompatibles,Azúcar Rubia Granulada Bolsa 1 Kg Iansa | Azúcar Rubia Granulada Bolsa 500 g Iansa,azucar_rubia_granulada_bolsa_iansa_sin,3322;3326
3,0.03kg;0.35kg;0.72kg,sin marca,formatos incompatibles,Cereal Sin Azúcar Añadida 720 g Chocapic | Cereal Sin Azúcar Añadida 350 g Chocapic | Cereal Sin Azúcar Añadida 30 g Chocapic,cereal_azucar_anadida_chocapic_sin_marca,3348;3363;3412
2,0.2kg;0.32kg,sin marca,formatos incompatibles,Mermelada Frutilla Sin Azúcar 320 g En Línea | Mermelada Frutilla Sin Azúcar 200 g En Línea,mermelada_frutilla_azucar_en_linea_sin,3358;3385
2,0.591l;1.5l,sin marca,formatos incompatibles,"Bebida Naranja Sin Azúcar Botella 1,5 L Fanta | Bebida Naranja Sin Azúcar Botella 591 ml Fanta",bebida_naranja_azucar_botella_fanta_sin,3377;3399
4,1.5l;2.5l;2l;3l,coca-cola,formatos incompatibles,"Bebida Sin Azúcar Botella 1,5 L Coca-Cola | Bebida Sin Azúcar Botella 2,5 L Coca-Cola | Bebida Sin Azúcar Botella 3 L Coca-Cola | Bebida Sin Azúcar Botella 2 L Coca-Cola",bebida_sin_azucar_botella_coca_cola,3380;3381;3415;3454
4,0.25l;0.355l;0.473l,sin marca,formatos incompatibles; categorias distintas,Bebida Energética Sin Azúcar Lata 473 ml Red Bull | Bebida Energética Zero Azúcar Lata 250 ml Red Bull | Bebida Energética Sin Azúcar Lata 250 ml Red Bull | Bebida Energética Sin Azúcar Lata 355 ml Red Bull,bebida_energetica_azucar_lata_red_bull,3382;3392;3433;3471
2,2l;3l,coca-cola,formatos incompatibles,Bebida Sin Azúcar Botella Retornable 3 L Coca-Cola | Bebida Sin Azúcar Botella Retornable 2 L Coca-Cola,bebida_sin_azucar_botella_retornable_coca,3401;3402
3,0.2l;1.75l,sin marca,formatos incompatibles,"Néctar Multi-frutilla 0% Azúcar Añadida Caja 200 ml Del Valle | Néctar Multi-frutilla 0% Azúcar Añadida Botella 1,75 L Del Valle | Néctar Multi Frutilla 0% Azúcar Añadida 200 ml",nectar_multi_frutilla_0_azucar_anadida,3424;3474;21936
2,0.007kg;0.008kg,sin marca,formatos incompatibles,Jugo En Polvo Libre De Azúcar Pera De Agua 7g Sobre 1 Un Livean | Jugo En Polvo Libre De Azúcar Pera De Agua Sobre 8 g Vivo,jugo_en_libre_azucar_pera_agua,3444;3462
2,0.007kg;0.008kg,sin marca,formatos incompatibles,Jugo En Polvo Libre De Azúcar Sabor Papaya 7g Sobre 1 Un Livean | Jugo En Polvo Libre De Azúcar Sabor Papaya Sobre 8 g Vivo,jugo_en_libre_azucar_sabor_papaya,3445;3461
4,0.064kg;0.085kg,sin marca,formatos incompatibles,Pasta Fideos Instantáneos Ramen Sabor Pollo 85 g Maruchan | Pasta Fideos Instantáneos Ramen Sabor Pollo Bolsa 85 g Nissin | Pasta Fideos Instantáneos Ramen Sabor Pollo 64 g Maruchan | Pasta Fideos Instantáneos Ramen Sabor Pollo Bolsa 85 g Great Value,pasta_fideos_instantaneos_ramen_sabor_pollo,3480;3492;3496;3503
3,0.07kg,lider;sin marca,marcas distintas,Sopa Sabor Pollo Con Fideos (5 Porciones) Sobre 70 g Maggi | Sopa Sabor Pollo Con Fideos (5 Porciones) Sobre 70 g Gourmet | Sopa Sabor Pollo Con Fideos (5 Porciones) Sobre 70 g Lider,sopa_sabor_pollo_con_fideos_5,3481;3491;3494
2,0.062kg;0.06kg,sin marca,formatos incompatibles,Sopa Sabor Costilla Con Fideos (5 Porciones) Sobre 60 g Maggi | Sopa Sabor Costilla Con Fideos (5 Porciones) Sobre 62 g Gourmet,sopa_sabor_costilla_con_fideos_5,3501;3502
6,0.4kg;0.5kg;1kg,carozzi;lider;lucchetti;sin marca,marcas distintas; formatos incompatibles,Fideo Pasta Spaghetti N°5 Bolsa 500 g Barilla | Fideo Pasta Spaghetti N°5 Bolsa 400 g Carozzi | Fideo Pasta Spaghetti N°5 Bolsa 1 Kg Carozzi | Fideo Pasta Spaghetti N°5 Bolsa 400 g Lider | Fideo Pasta Proteína Spaghetti N°5 Bolsa 400 g Lucchetti,fideo_pasta_spaghetti_n_5_bolsa,3510;3523;3550;3552;3554;3558
3,0.25kg;0.4kg,sin marca,formatos incompatibles,Fideo Pasta Sin Gluten Spaghetti N°5 Bolsa 400 g Vivo | Fideo Pasta Sin Gluten Spaghetti N°5 Caja 400 g Barilla | Fideo Pasta Sin Gluten Spaghetti N°5 Bolsa 250 g No + Gluten,fideo_pasta_gluten_spaghetti_n_5,3514;3516;3545
2,0.4kg,lider;lucchetti,marcas distintas,Fideo Pasta Tallarines N°77 Bolsa 400 g Lucchetti | Fideo Pasta Tallarines N°77 Bolsa 400 g Lider,fideo_pasta_tallarines_n_77_bolsa,3521;3543
3,0.4kg;0.5kg,carozzi;lucchetti;sin marca,marcas distintas; formatos incompatibles,Fideo Pasta Integral Spaghetti N°5 Bolsa 400 g Lucchetti | Fideo Pasta Integral Spaghetti N°5 Caja 500 g Barilla | Fideo Pasta Integral Spaghetti N°5 Bolsa 400 g Carozzi,fideo_pasta_integral_spaghetti_n_5,3530;3556;3569
2,0.45kg;0.85kg,sin marca,formatos incompatibles,Ketchup Regular Doypack 850 g Kraft | Ketchup Regular Doypack 450 g Kraft,ketchup_regular_doypack_kraft_sin_marca,3675;3696
5,0.2kg;1.2kg,lider;lucchetti;sin marca,marcas distintas; formatos incompatibles,Salsa De Tomate Italiana Pack 6 Un Bolsa 200 g Pomarola | Salsa De Tomate Italiana Pack 6 Un Bolsa 1200 g Lider | Salsa De Tomate Italiana Pack 6 Un Bolsa 200 g Heinz | Salsa De Tomate Italiana Pack 6 Un Bolsa 200 g Malloa | Salsa De Tomate Italiana Pack 6 Un Bolsa 1200 g Lucchetti,salsa_tomate_italiana_pack_6_un,3686;3695;3710;3755;3757
2,0.185kg;0.38kg,sin marca,formatos incompatibles,Papas Fritas Rústicas Sal De Mar 380 g Marco Polo | Papas Fritas Rústicas Sal De Mar 185 g Marco Polo,papas_fritas_rusticas_sal_mar_marco,3717;3756
4,0.35kg;0.65kg;0.85kg;1.1kg,sin marca,formatos incompatibles,Mayonesa Deli Doypack 1100 g Kraft | Mayonesa Deli Doypack 350 g Kraft | Mayonesa Deli Doypack 650 g Kraft | Mayonesa Deli Doypack 850 g Kraft,mayonesa_deli_doypack_kraft_sin_marca,3759;3768;3806;3840
3,0.001262kg;0.394kg;0.789kg,sin marca,formatos incompatibles,Mayonesa Regular Frasco 394 g Kraft | Mayonesa Regular Frasco 789 g Kraft | Mayonesa Regular Frasco 1.262 g Kraft,mayonesa_regular_frasco_kraft_sin_marca,3761;3798;3810
3,0.397kg;0.567kg;1.07kg,sin marca,formatos incompatibles,Ketchup Squeeze 1070 g Heinz | Ketchup Squeeze 397 g Heinz | Ketchup Squeeze 567 g Heinz,ketchup_squeeze_heinz_sin_marca_general,3764;3790;3800
2,0.226kg;0.396kg,sin marca,formatos incompatibles,Mostaza Clásica Squeeze 396 g Heinz | Mostaza Clásica Squeeze 226 g Heinz,mostaza_clasica_squeeze_heinz_sin_marca,3767;3807
3,0.25kg;0.5kg;0.9kg,sin marca,formatos incompatibles,Ketchup Regular Doypack 250 g Hellmann's | Ketchup Regular Doypack 500 g Hellmann's | Ketchup Regular Doypack 900 g Hellmann's,ketchup_regular_doypack_hellmann_s_sin,3787;3815;3843
2,0.25kg;0.47kg,sin marca,formatos incompatibles,Mostaza Doypack 470 g Hellmann's | Mostaza Doypack 250 g Hellmann's,mostaza_doypack_hellmann_s_sin_marca,3792;3812
3,0.397kg;0.62kg;0.9kg,sin marca,formatos incompatibles,Ketchup Regular Doypack 397 g Heinz | Ketchup Regular Doypack 900 g Heinz | Ketchup Regular Doypack 620 g Heinz,ketchup_regular_doypack_heinz_sin_marca,3793;3805;3839
2,0.447kg;0.896kg,sin marca,formatos incompatibles,Mayonesa Light Frasco 447 g Kraft | Mayonesa Light Frasco 896 g Kraft,mayonesa_frasco_kraft_sin_marca_light,3799;3831
2,0.38kg;0.735kg,sin marca,formatos incompatibles,Mayonesa Supreme Frasco 735 g Hellmann's | Mayonesa Supreme Frasco 380 g Hellmann's,mayonesa_supreme_frasco_hellmann_s_sin,3814;3841
2,0.23kg;0.33kg,sin marca,formatos incompatibles,Ramitas Saladas 330 g Evercrisp | Ramitas Saladas 230 g Evercrisp,ramitas_saladas_evercrisp_sin_marca_general,3849;3859
2,0.1kg,lider;sin marca,marcas distintas,Choritos Salsa Picante Lata Drenado 100 g - Neto 190 g Lider | Choritos Salsa Picante Lata Drenado 100 g - Neto 190 g Robinson Crusoe,choritos_salsa_picante_lata_drenado_neto,3864;3882
2,0.25kg;0.4kg,sin marca,formatos incompatibles,Quinoa Bolsa 250 g Banquete | Quínoa Bolsa 400 g Banquete,quinoa_bolsa_banquete_sin_marca_general,3909;3918
3,0.02kg;0.3kg,sin marca,formatos incompatibles,Cereal Natur Arroz | Cereal Natur Arroz 20 g | Cereal Natur Arroz 300 g,cereal_natur_arroz_sin_marca_general,3970;16343;16422
2,0.35kg;0.61kg,sin marca,formatos incompatibles,Cereal Zucaritas 350 g Kelloggs | Cereal Zucaritas 610 g Kelloggs,cereal_zucaritas_kelloggs_sin_marca_general,3976;3978
2,0.4kg;0.72kg,sin marca,formatos incompatibles,Cereal Mono Balls 720 g Costa | Cereal Mono Balls 400 g Costa,cereal_mono_balls_costa_sin_marca,3982;3992
2,0.03kg;0.7kg,sin marca,formatos incompatibles,Cereal Frutal 30 g Trix | Cereal Frutal 700 g Trix,cereal_frutal_trix_sin_marca_general,3986;4002
3,0.02kg;0.3kg,sin marca,formatos incompatibles,Cereal Natur Maíz | Cereal Natur Maíz 20 g | Cereal Natur Maíz 300 g,cereal_natur_maiz_sin_marca_general,3991;16336;16403
3,0.02kg;0.3kg,sin marca,formatos incompatibles,Cereal Natur Trigo | Cereal Natur Trigo 20 g | Cereal Natur Trigo 300 g,cereal_natur_trigo_sin_marca_general,3999;16341;16447
2,0.1kg;0.4kg,sin marca,formatos incompatibles,Snack Perro Adulto Trutros De Pato Con Huesitos De Calcio Bolsa 100 g Buddy Pet | Snack Perro Adulto Trutros De Pato Con Huesitos De Calcio Bolsa 400 g Buddy Pet,snack_perro_adulto_trutros_pato_con,4167;4240
2,0.285kg;0.2kg,sin marca,formatos incompatibles,Tortilla Maíz Queso 285 g Doritos | Tortilla Maíz Queso 200 g Doritos,tortilla_maiz_queso_doritos_sin_marca,4188;4189
6,0.15kg;0.18kg;0.23kg;0.38kg;0.3kg,sin marca,formatos incompatibles,Papas Fritas Lay's Corte Liso | Papas Fritas Lay's Corte Liso 300 g | Papas Fritas Lay's Corte Liso 180 g | Papas Fritas Lay's Corte Liso 230 g | Papas Fritas Lay's Corte Liso 380 g,papas_fritas_lay_s_corte_liso,4190;17821;18157;18188;19317;19547
2,0.2kg;0.35kg,sin marca,formatos incompatibles,Papas Fritas Corte Americano 350 g Marco Polo | Papas Fritas Corte Americano 200 g Marco Polo,papas_fritas_corte_americano_marco_polo,4231;4255
2,0.085kg;0.15kg,sin marca,formatos incompatibles,Aceitunas Rellenas Con Alcaparras Drenado 85 g - Neto 200 g Selección | Aceitunas Rellenas Con Alcaparras Drenado 150 g - Neto 350 g Selección,aceitunas_rellenas_con_alcaparras_drenado_neto,4251;4331
4,0.042kg;0.15kg;0.2kg;0.45kg,sin marca,formatos incompatibles,Papas Fritas Caseras 450 g Marco Polo | Papas Fritas Caseras 42 g Marco Polo | Papas Fritas Caseras 200 g Marco Polo | Papas Fritas Caseras Marco Polo 150 g,papas_fritas_caseras_marco_polo_sin,4278;4312;4326;18270
2,0.03kg;0.33kg,sin marca,formatos incompatibles,Crunchis Maní 30 g Marco Polo | Crunchis Maní Marco Polo 330 g,crunchis_mani_marco_polo_sin_marca,4297;17900
2,0.2kg;0.38kg,sin marca,formatos incompatibles,Mani Japones Marco Polo 200g | Mani Japones Marco Polo 380 g,mani_japones_marco_polo_sin_marca,4318;19459
2,0.085kg;0.15kg,sin marca,formatos incompatibles,Aceitunas Rellenas Con Queso Drenado 85 g - Neto 200 g Selección | Aceitunas Rellenas Con Queso Drenado 150 g - Neto 350 g Selección,aceitunas_rellenas_con_queso_drenado_neto,4328;4336
2,0.085kg;0.15kg,sin marca,formatos incompatibles,Aceitunas Rellenas Con Jalapeño Drenado 85 g - Neto 200 g Selección | Aceitunas Rellenas Con Jalapeño Drenado 150 g - Neto 350 g Selección,aceitunas_rellenas_con_jalapeno_drenado_neto,4329;4332
2,2l;3l,sin marca,formatos incompatibles,Bebida Limón Original Botella Retornable 3 L Sprite | Bebida Limón Original Botella Retornable 2 L Sprite,bebida_limon_original_botella_retornable_sprite,4347;4382
2,0.6l;3l,sin marca,formatos incompatibles,Bebida Frutal Original Botella 3 L Bilz | Bebida Frutal Original Botella 600 cc Bilz,bebida_frutal_original_botella_bilz_sin,4366;4394
3,1.75l;2l,sin marca,formatos incompatibles,Néctar Frugo Piña | Néctar Frugo Piña 1.75 L | Néctar Frugo Piña 2 L,nectar_frugo_pina_sin_marca_general,4371;21820;21913
3,1.75l;2l,sin marca,formatos incompatibles,Néctar Frugo Naranja | Néctar Frugo Naranja 2 L | Néctar Frugo Naranja 1.75 L,nectar_frugo_naranja_sin_marca_general,4372;21554;21819
2,2l;3l,sin marca,formatos incompatibles,Bebida Naranja Original Botella Retornable 2 L Fanta | Bebida Naranja Original Botella Retornable 3 L Fanta,bebida_naranja_original_botella_retornable_fanta,4381;4384
